"EAST SHEEN CEMETERY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,161/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.64,2.18,4.93,1.67,1.50,1.56,1.50,3.46,0.87,0.87,,
February,1.96,0.70,1.54,0.72,1.41,2.30,1.17,1.32,0.90,3.44,,
March,3.57,1.85,0.32,0.07,0.95,1.39,4.74,0.54,0.96,0.69,,
April,1.53,0.93,0.78,1.54,1.10,2.14,1.77,1.05,1.51,2.18,,
May,1.60,2.90,1.82,0.87,2.12,3.64,1.32,2.09,1.98,1.80,,
June,1.93,2.33,1.21,1.97,1.60,2.86,2.58,2.04,0.51,1.70,,
July,5.33,1.85,1.79,1.44,3.08,2.38,1.50,0.82,2.60,3.14,,
August,5.54,2.32,1.06,2.29,1.38,4.65,0.30,2.98,1.78,2.37,,
September,0.45,1.08,2.38,2.40,1.46,3.69,1.30,1.15,0.44,2.62,,
October,0.80,3.40,2.50,2.69,2.20,1.36,0.17,2.20,5.38,0.41,,
November,2.54,2.10,1.41,3.47,0.35,3.33,1.16,1.60,2.27,4.86,,
December,1.53,2.45,1.36,1.30,2.87,1.43,2.26,2.49,1.61,1.95,,
Total,29.42,24.09,21.10,20.43,20.02,30.73,19.77,21.74,20.81,26.03,,
Calc annual,29.42,24.09,21.10,20.43,20.02,30.73,19.77,21.74,20.81,26.03,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,,
