"GLEN AFTON (AYR SANATORIUM)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5274,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.69,6.47,7.39,7.74,4.59,7.85,5.70,10.27,5.64,5.16,,
February,4.33,3.47,7.11,2.33,8.36,3.41,0.94,5.13,6.77,5.79,,
March,3.62,3.04,3.05,1.30,3.51,3.53,4.53,6.28,2.40,4.40,,
April,2.50,3.15,4.85,2.93,2.10,2.08,9.17,3.90,6.62,4.53,,
May,5.32,3.66,4.81,3.65,6.13,1.26,5.58,1.57,2.16,1.82,,
June,1.49,1.73,4.45,4.60,4.28,3.15,3.14,6.32,1.00,3.42,,
July,3.62,3.61,2.16,4.26,3.92,4.69,4.51,3.72,2.07,5.38,,
August,7.79,5.42,4.98,3.65,1.70,4.11,0.00,7.23,3.66,5.37,,
September,2.74,6.14,3.65,6.08,9.13,8.39,6.16,5.96,2.37,12.49,,
October,4.55,8.63,9.77,6.30,5.37,0.55,2.06,5.38,7.46,5.15,,
November,5.47,1.66,4.64,9.17,0.59,8.35,8.20,4.29,7.78,5.24,,
December,3.66,9.72,3.83,9.75,6.14,5.80,3.42,9.29,12.03,2.80,,
Total,46.78,56.70,60.69,61.76,55.82,53.17,53.41,69.34,59.96,61.55,,
Calc annual,46.78,56.70,60.69,61.76,55.82,53.17,53.41,69.34,59.96,61.55,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
