"WALSALL (BESCOT SEWAGE FARM)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2329,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.94,3.27,5.32,2.64,1.48,2.20,1.71,4.59,1.47,0.50,,
February,2.37,1.06,1.57,1.68,2.12,3.21,1.49,1.48,0.70,4.13,,
March,3.02,1.68,0.90,0.50,0.97,0.72,5.50,1.05,1.54,0.78,,
April,1.61,1.53,1.27,2.02,1.21,1.58,2.39,1.92,2.12,1.66,,
May,3.24,3.69,3.55,0.68,3.42,2.83,2.74,2.08,2.09,1.66,,
June,0.85,0.53,1.91,1.60,2.81,2.66,1.86,3.82,0.34,1.31,,
July,3.51,2.02,0.97,2.35,1.82,1.89,4.61,1.61,2.67,2.12,,
August,4.11,2.66,1.91,1.66,1.75,5.80,0.77,4.57,1.37,2.97,,
September,0.86,1.29,2.19,3.11,1.28,3.85,1.58,3.12,0.98,4.01,,
October,2.33,2.65,1.89,3.15,4.18,0.60,0.46,2.25,5.63,0.77,,
November,3.17,1.20,1.70,4.24,0.30,5.82,1.86,1.54,2.71,3.62,,
December,1.71,2.86,1.24,1.61,2.87,3.00,2.23,4.01,1.26,1.32,,
Total,30.72,24.44,24.42,25.24,24.21,34.16,27.20,32.04,22.88,24.85,,
Calc annual,30.72,24.44,24.42,25.24,24.21,34.16,27.20,32.04,22.88,24.85,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
