"DRYNACHAN LODGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5683/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.77,3.78,1.99,,5.54,,2.01,3.18,,,,
February,3.21,3.08,4.82,,2.89,,0.78,3.71,,,,
March,2.82,0.91,3.80,,1.03,,2.70,,,,,
April,1.53,2.41,2.80,,1.61,2.64,4.55,,,,,
May,4.84,3.31,4.94,,3.52,1.97,1.34,,,,,
June,0.38,1.96,3.41,,3.02,2.84,1.92,,,,,
July,2.53,5.46,3.72,,3.52,7.50,2.70,,,,,
August,9.31,4.87,,,0.99,5.05,0.08,,,,,
September,1.20,4.50,,,,3.30,4.10,,,,,
October,4.48,9.00,,,,0.37,1.29,,,,,
November,2.43,1.20,,4.07,,4.34,5.47,,,,,
December,5.05,2.95,,5.51,,2.30,2.94,,,,,
Total,39.55,43.43,,,,,29.88,,,,,
Calc annual,39.55,43.43,25.48,9.58,22.12,30.31,29.88,6.89,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,,
