"LAMMERMUIR HILLS (LAMMERLOCH RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5102/1,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,2.65,,
August,,,,,,,,,,3.40,,
September,,,,,,,,,,5.60,,
October,,,,,,,,,,2.01,,
November,,,,,,,,,,3.58,,
December,,,,,,,,,,2.63,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.87,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
