"GLENSHERO",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5692/4,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.51,4.31,4.13,7.93,4.88,6.28,4.97,6.05,8.10,4.17,,
February,3.36,2.50,6.51,2.84,7.99,5.41,0.18,6.25,6.17,7.27,,
March,0.92,1.06,4.83,1.97,4.53,2.39,1.59,6.16,2.94,3.18,,
April,1.70,1.56,5.99,2.73,1.72,2.08,10.09,3.77,3.88,5.36,,
May,2.00,2.67,3.03,3.36,3.63,1.35,2.56,2.15,2.28,1.44,,
June,0.76,1.70,3.67,4.88,4.05,3.60,4.10,3.26,1.47,2.91,,
July,3.20,2.33,2.72,1.81,1.56,6.08,3.44,3.37,1.32,3.46,,
August,5.19,4.67,3.87,2.92,1.26,2.50,0.00,4.74,3.93,4.50,,
September,1.67,6.08,4.75,3.25,5.91,6.20,5.48,4.17,1.95,8.94,,
October,6.05,7.26,9.13,5.91,4.75,0.77,2.10,5.66,3.69,4.86,,
November,5.09,1.77,4.74,6.85,0.61,3.63,8.95,3.86,3.13,4.15,,
December,5.77,6.50,2.71,6.62,5.55,4.98,1.86,6.25,12.79,3.50,,
Total,36.22,42.41,56.08,51.07,46.44,45.27,45.32,55.69,51.65,53.74,,
Calc annual,36.22,42.41,56.08,51.07,46.44,45.27,45.32,55.69,51.65,53.74,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
