"TREHERBERT PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4079/6,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,6.37,11.20,16.69,11.93,7.42,14.81,8.93,22.32,4.26,3.82,,
February,9.65,0.94,7.71,2.63,13.57,11.43,2.07,6.41,5.18,16.36,,
March,6.52,7.12,2.24,0.79,5.85,3.72,15.74,6.02,3.68,6.97,,
April,2.62,4.80,2.79,5.99,5.33,2.73,8.68,4.44,7.59,6.77,,
May,5.57,12.02,10.00,3.62,5.99,4.96,3.52,5.88,8.54,2.58,,
June,1.86,0.47,8.49,5.71,8.96,10.15,3.79,10.97,1.42,5.07,,
July,4.46,7.41,7.32,6.41,6.42,4.92,5.29,3.70,2.85,11.97,,
August,12.23,10.38,10.59,6.69,5.14,14.42,0.73,11.37,6.09,16.04,,
September,0.83,7.35,9.23,9.79,8.25,16.02,4.93,10.48,3.65,15.74,,
October,8.92,9.69,6.97,13.80,10.14,1.88,2.53,8.68,15.58,5.25,,
November,6.23,1.65,5.38,17.83,1.47,19.77,11.38,5.28,10.60,12.01,,
December,10.52,14.20,5.29,9.32,13.57,10.83,9.53,17.02,12.62,5.40,,
Total,75.78,87.23,92.70,94.51,92.11,115.64,77.12,112.57,82.06,107.98,,
Calc annual,75.78,87.23,92.70,94.51,92.11,115.64,77.12,112.57,82.06,107.98,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
