"UPPER FARG (MAIN BANK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5536,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.70,,,,,,,,,,,
February,5.22,,,,,,,,,,,
March,2.55,,,,,,,,,,,
April,1.98,,,,,,,,,,,
May,4.29,,,,,,,,,,,
June,0.77,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,17.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
