"LOCH ARKAIG (ACHNACARRY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5723,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.83,7.42,9.20,11.36,5.03,12.90,7.94,8.52,13.29,8.97,,
February,6.61,3.75,11.01,4.31,13.85,7.15,0.10,9.03,13.65,10.40,,
March,1.89,2.15,7.46,4.17,9.06,4.18,2.39,9.24,4.24,6.19,,
April,3.90,2.52,9.94,4.67,2.34,4.57,15.28,6.41,9.92,8.44,,
May,1.58,2.64,4.24,6.32,6.81,1.57,3.20,2.04,4.19,2.40,,
June,1.08,3.61,7.53,6.45,6.15,8.63,5.97,6.89,1.66,6.65,,
July,5.53,4.92,5.63,1.97,3.09,8.69,3.71,6.88,1.44,6.14,,
August,8.62,9.18,7.54,5.07,3.24,4.69,0.23,9.47,7.60,5.96,,
September,2.89,10.27,6.10,5.60,6.27,9.96,8.40,10.43,5.49,11.88,,
October,7.81,12.38,15.95,7.36,4.88,0.76,5.00,10.25,11.83,10.61,,
November,7.18,4.25,8.24,9.47,0.58,6.29,12.44,8.73,7.37,7.86,,
December,8.04,15.79,4.54,8.38,5.74,9.10,3.44,9.98,18.59,3.24,,
Total,55.96,78.88,97.38,75.13,67.04,78.49,68.10,97.87,99.27,88.74,,
Calc annual,55.96,78.88,97.38,75.13,67.04,78.49,68.10,97.87,99.27,88.74,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
