"EDINBURGH WW (VICTORIA LODGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5073,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.35,4.74,6.08,5.27,3.74,5.97,6.75,7.19,4.53,3.15,,
February,4.93,1.92,4.34,1.89,5.23,2.61,3.02,4.52,4.82,5.49,,
March,2.82,3.60,1.61,0.55,2.99,2.90,7.27,3.98,1.71,5.18,,
April,1.72,2.53,2.72,2.34,1.82,1.21,8.76,3.64,4.54,4.00,,
May,5.10,3.92,5.12,2.16,5.55,0.98,3.72,2.16,2.70,1.69,,
June,1.95,0.88,3.43,3.45,3.86,3.06,3.53,5.67,1.35,3.53,,
July,2.82,3.06,3.01,1.98,3.69,4.74,2.77,3.06,1.94,5.06,,
August,5.72,4.08,5.14,2.98,2.01,5.09,0.00,6.71,4.23,6.12,,
September,2.07,4.62,3.42,4.70,6.33,6.42,3.68,4.65,1.88,10.49,,
October,3.74,5.84,8.33,4.27,5.17,0.80,1.50,3.38,8.32,4.41,,
November,6.20,1.46,2.18,7.90,0.54,9.22,6.18,3.30,5.77,5.01,,
December,2.66,7.98,2.49,6.01,4.22,4.29,3.30,8.44,8.00,2.24,,
Total,42.08,44.63,47.87,43.50,45.15,47.29,50.48,56.70,49.79,56.37,,
Calc annual,42.08,44.63,47.87,43.50,45.15,47.29,50.48,56.70,49.79,56.37,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
