"BENENDEN (NATIONAL SANAT'M)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,258,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,2.14,4.68,,,,,,,,,
February,,0.71,1.54,,,,,,,,,
March,2.30,2.62,0.26,,,,,,,,,
April,1.41,1.17,1.36,,,,,,,,,
May,1.97,2.84,2.58,,,,,,,,,
June,1.41,0.35,1.38,,,,,,,,,
July,3.66,2.32,1.29,,,,,,,,,
August,4.55,1.92,0.94,,,,,,,,,
September,0.22,2.80,1.50,,,,,,,,,
October,1.45,4.06,2.13,,,,,,,,,
November,4.07,2.06,2.07,,,,,,,,,
December,2.17,2.60,1.91,,,,,,,,,
Total,,25.59,21.64,,,,,,,,,
Calc annual,23.21,25.59,21.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
