"LEEDS (CIVIC HALL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3280/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,,,,,,,1.35,,
February,,,,,,,,,,4.28,,
March,,,,,,,,,1.11,0.89,,
April,,,,,,,,,2.36,2.97,,
May,,,,,,,,,1.96,1.21,,
June,,,,,,,,,0.49,0.59,,
July,,,,,,,,,2.68,2.66,,
August,,,,,,,,,1.74,4.54,,
September,,,,,,,,,1.27,2.91,,
October,,,,,,,,,3.33,1.10,,
November,,,,,,,,,3.51,4.15,,
December,,,,,,,,,2.86,1.70,,
Total,,,,,,,,,,28.35,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.31,28.35,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
