"MILNTHORPE (HEVERSHAM SCHOOL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3711/7,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.10,4.27,6.60,4.30,2.91,,,0.95,,,,
February,3.71,1.88,2.22,1.75,4.01,,,3.45,,,,
March,2.76,3.16,1.29,0.50,2.16,,,2.14,,,,
April,1.10,1.73,2.68,2.75,2.15,,,,,,,
May,3.27,3.91,5.12,2.24,3.72,,,0.74,,,,
June,0.49,1.09,4.56,2.33,3.45,,,4.24,,,,
July,2.40,4.65,5.30,3.50,3.15,,,1.71,,,,
August,3.70,4.50,7.50,3.50,1.40,,,,,,,
September,1.37,4.78,5.11,5.50,3.83,,,1.20,,,,
October,6.67,4.60,5.52,4.34,5.13,,0.58,2.61,,,,
November,2.46,1.33,2.33,7.02,0.20,,,4.37,,,,
December,2.00,4.74,2.45,3.85,2.35,,,2.91,,,,
Total,31.03,40.64,50.68,41.58,34.46,,,,,,,
Calc annual,31.03,40.64,50.68,41.58,34.46,0.00,0.58,24.32,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
