"BOURNEMOUTH (EAST AVENUE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,615,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,4.66,3.81,7.34,2.36,1.81,3.92,3.13,5.49,0.80,0.80,,
February,3.57,0.31,1.02,0.45,1.88,3.04,1.78,1.19,1.14,4.97,,
March,3.93,3.24,1.02,0.36,0.83,1.35,7.06,1.01,1.42,1.25,,
April,2.22,1.93,0.88,1.79,0.96,2.66,2.21,1.75,1.72,2.81,,
May,2.17,3.89,3.10,0.52,2.23,4.33,1.70,2.07,1.66,1.98,,
June,1.75,0.42,1.11,1.77,2.48,4.61,1.94,2.24,0.32,1.27,,
July,2.08,2.12,2.28,3.06,1.11,1.05,0.75,1.28,0.38,4.85,,
August,3.83,3.51,1.91,2.76,2.40,3.83,0.47,3.59,0.96,2.50,,
September,1.11,2.83,2.90,2.24,2.70,3.99,1.45,2.50,4.66,3.34,,
October,0.97,4.53,4.59,5.03,3.24,1.51,1.50,2.09,7.32,0.96,,
November,2.00,1.54,2.10,6.66,1.02,5.94,1.60,1.60,3.88,6.07,,
December,2.31,4.22,3.11,2.58,4.87,3.57,3.07,4.90,1.90,2.16,,
Total,30.60,32.35,31.36,29.58,25.53,39.80,26.66,29.71,26.16,32.96,,
Calc annual,30.60,32.35,31.36,29.58,25.53,39.80,26.66,29.71,26.16,32.96,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
