"CHESTERFIELD (HUNGER HILL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2714/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,4.10,3.60,5.62,3.90,2.58,2.93,3.40,7.51,1.65,1.07,,
February,3.75,1.08,1.77,1.90,2.81,3.95,3.00,1.96,1.03,5.85,,
March,4.36,1.98,1.02,0.34,0.74,1.22,6.40,1.20,0.99,1.30,,
April,1.59,1.98,1.52,2.50,1.96,1.34,3.13,1.77,2.63,2.64,,
May,3.38,5.92,3.39,2.90,2.35,2.14,2.36,2.10,1.82,1.81,,
June,0.18,1.38,1.60,3.00,3.25,5.20,1.78,4.63,0.97,1.12,,
July,4.31,2.11,1.46,3.70,2.05,2.64,2.43,1.32,4.40,2.38,,
August,3.85,3.05,2.21,3.10,2.15,5.58,0.60,5.43,1.27,4.17,,
September,0.39,1.91,3.17,5.10,1.20,4.70,2.23,1.94,0.89,3.90,,
October,3.37,2.22,2.50,4.00,5.06,1.50,0.48,2.02,3.54,1.25,,
November,3.82,1.27,2.90,5.70,0.55,7.17,3.03,1.35,3.45,4.71,,
December,1.27,2.98,1.60,2.98,2.55,4.10,3.05,4.15,3.24,2.14,,
Total,34.37,29.48,28.76,39.12,27.25,42.47,31.89,35.38,25.88,32.34,,
Calc annual,34.37,29.48,28.76,39.12,27.25,42.47,31.89,35.38,25.88,32.34,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,,
