"BRITON FERRY (CEFN COURT)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4042,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.55,5.31,7.77,5.27,4.70,5.46,3.46,9.91,2.29,1.46,,
February,4.66,0.41,2.96,1.93,6.42,4.23,0.93,2.49,2.12,5.97,,
March,1.95,3.85,1.52,0.65,2.46,1.48,9.18,2.18,2.94,2.75,,
April,1.60,1.64,1.52,4.05,2.49,1.99,3.12,2.61,3.52,3.54,,
May,2.39,6.69,4.00,1.65,3.92,3.56,3.13,2.88,4.08,1.94,,
June,1.51,0.40,4.98,3.69,5.80,5.94,2.52,5.61,0.66,2.32,,
July,3.86,5.27,4.02,4.33,5.58,4.25,4.56,3.02,1.14,5.55,,
August,6.36,5.19,5.61,3.94,3.70,7.29,0.87,9.02,3.07,9.28,,
September,0.62,4.08,7.24,5.17,3.78,8.49,2.94,5.32,2.27,8.79,,
October,4.19,4.63,4.93,6.92,6.55,1.82,1.59,5.42,8.57,3.96,,
November,2.68,1.04,2.86,9.73,0.79,8.38,5.32,3.48,7.30,6.68,,
December,4.14,7.64,2.64,4.80,7.62,4.71,5.20,6.20,5.98,3.50,,
Total,37.51,46.15,50.05,52.13,53.81,57.60,42.82,58.14,43.94,55.74,,
Calc annual,37.51,46.15,50.05,52.13,53.81,57.60,42.82,58.14,43.94,55.74,,
Difference,-0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
