"SOBERTON (MISLINGFORD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,699,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.57,3.94,6.16,2.55,2.07,3.01,3.15,5.76,1.04,0.80,,
February,3.29,0.74,1.48,0.74,2.31,3.09,2.47,1.29,1.40,5.24,,
March,4.05,2.67,0.67,0.25,0.83,1.07,7.09,0.78,1.77,1.83,,
April,1.87,1.82,1.02,1.54,1.07,2.21,2.17,1.39,1.77,2.71,,
May,2.51,2.67,2.90,0.72,2.38,4.73,1.11,2.63,1.76,1.07,,
June,1.69,0.40,1.69,2.26,2.92,4.50,1.88,2.88,0.60,2.03,,
July,3.47,1.81,3.22,3.23,3.08,1.86,2.33,1.28,0.65,4.25,,
August,4.80,3.21,1.83,1.27,1.72,5.34,0.41,4.41,1.41,3.58,,
September,0.82,1.95,1.43,1.86,1.81,4.10,1.35,3.27,2.18,4.32,,
October,1.27,4.07,4.11,4.71,3.91,0.75,1.15,2.25,7.97,0.66,,
November,2.85,1.64,1.91,5.92,0.59,5.39,1.51,1.66,3.52,6.39,,
December,2.28,3.78,2.20,2.80,4.64,4.10,3.26,4.50,2.26,2.30,,
Total,32.47,28.70,28.62,27.85,27.33,40.15,27.88,32.10,26.33,35.18,,
Calc annual,32.47,28.70,28.62,27.85,27.33,40.15,27.88,32.10,26.33,35.18,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
