"ARDROSSAN (BUSBIE RES)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5212,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.97,7.65,5.20,4.70,4.10,5.90,5.85,7.50,5.25,3.50,,
February,3.27,2.15,4.65,1.60,5.95,2.65,0.50,4.25,4.60,4.00,,
March,2.92,4.30,2.35,1.00,3.03,2.50,4.70,3.35,3.00,3.10,,
April,2.06,2.47,3.60,3.15,2.60,2.25,5.00,3.20,5.05,2.85,,
May,3.58,3.40,4.65,3.65,4.55,1.15,4.55,1.95,2.25,1.95,,
June,1.30,1.95,3.90,3.73,4.90,2.75,4.68,5.65,1.15,2.65,,
July,4.95,4.70,2.40,4.40,3.70,4.15,3.50,3.80,1.97,6.80,,
August,4.50,6.45,8.20,2.80,2.30,2.20,0.10,6.40,5.74,5.30,,
September,2.10,6.85,3.15,6.65,4.40,7.95,5.10,7.15,2.85,9.65,,
October,5.00,5.70,7.55,6.65,8.10,0.60,2.70,7.15,6.80,3.90,,
November,3.60,0.88,3.42,6.20,0.40,7.69,7.45,4.45,6.95,3.90,,
December,1.95,6.45,3.20,4.70,4.60,4.95,2.50,7.80,8.00,1.45,,
Total,36.20,52.95,52.27,49.23,48.63,44.74,46.63,62.65,53.61,49.05,,
Calc annual,36.20,52.95,52.27,49.23,48.63,44.74,46.63,62.65,53.61,49.05,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
