"MARLBOROUGH COLLEGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1530,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.88,4.02,6.31,2.19,2.14,3.05,2.41,7.77,1.40,0.47,,
February,3.50,0.87,1.44,0.93,3.05,3.41,0.98,1.58,1.69,6.23,,
March,3.79,2.06,0.81,0.41,1.20,1.16,5.88,1.48,1.35,1.30,,
April,1.94,2.10,0.93,2.13,0.96,2.63,2.93,2.02,1.73,2.91,,
May,1.72,4.46,2.80,0.63,2.28,3.63,1.55,4.36,2.66,2.33,,
June,2.38,0.31,1.81,2.12,4.25,3.05,1.69,2.09,0.44,1.92,,
July,1.68,1.64,1.67,2.71,2.18,1.05,2.04,1.33,1.25,4.98,,
August,4.33,4.96,2.72,3.29,2.20,4.13,0.62,3.40,1.73,3.36,,
September,0.73,1.63,1.50,3.14,3.05,5.00,1.50,2.82,2.20,4.29,,
October,1.63,4.71,3.92,5.52,3.86,1.50,0.52,3.47,7.08,1.09,,
November,2.75,1.77,2.05,6.42,0.24,7.24,2.01,1.56,3.25,7.00,,
December,1.88,5.12,2.14,2.50,4.40,2.72,3.13,5.45,2.14,2.40,,
Total,29.21,33.65,28.10,31.99,29.81,38.57,25.26,37.33,26.92,38.28,,
Calc annual,29.21,33.65,28.10,31.99,29.81,38.57,25.26,37.33,26.92,38.28,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
