"DISS (BRESSINGHAM HALL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1398/6,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,,,,1.80,3.68,1.02,1.11,,
February,,,,,,,1.48,0.81,1.00,3.14,,
March,,,,,,,3.58,0.71,0.93,0.55,,
April,,,,,,,1.31,1.80,1.61,1.69,,
May,,,,,,,0.45,2.83,2.28,2.13,,
June,,,,,,,1.56,2.82,0.76,1.63,,
July,,,,,,,2.06,1.72,1.46,2.92,,
August,,,,,,,0.15,3.33,1.51,2.79,,
September,,,,,,,0.81,1.18,1.17,2.93,,
October,,,,,,,0.29,1.65,3.61,0.76,,
November,,,,,,,1.17,1.60,2.18,4.53,,
December,,,,,,,2.99,1.48,2.34,1.63,,
Total,,,,,,,17.65,23.61,19.87,25.81,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,17.65,23.61,19.87,25.81,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,-0.00,,
