"BARNSLEY (BURNTWOOD HALL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3174,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.21,2.11,2.24,2.66,2.66,2.12,2.85,5.13,0.78,1.35,,
February,2.77,1.21,0.84,1.77,1.76,2.64,4.30,1.57,0.93,5.03,,
March,3.93,1.89,0.63,0.48,0.55,1.44,7.63,0.72,1.32,1.19,,
April,1.40,1.05,1.42,1.80,1.64,1.29,2.29,1.51,2.52,2.96,,
May,1.37,2.91,1.90,2.04,4.37,2.92,2.49,1.11,1.46,1.83,,
June,0.14,1.03,1.09,2.20,3.08,2.61,3.71,2.30,0.72,0.76,,
July,3.26,1.43,1.02,2.60,1.91,3.20,1.86,1.03,3.82,1.18,,
August,2.96,3.84,2.49,3.31,3.01,4.77,0.54,5.03,1.83,3.84,,
September,0.48,1.87,3.15,3.68,1.25,3.62,1.11,1.38,1.14,3.08,,
October,2.71,2.23,1.58,2.66,3.18,1.33,0.75,1.47,3.33,0.87,,
November,3.34,1.41,1.71,3.88,0.36,5.02,1.72,1.01,3.70,4.51,,
December,0.59,1.08,1.12,1.94,1.29,2.24,2.82,2.68,2.11,1.62,,
Total,26.16,22.06,19.19,29.02,25.06,33.20,32.07,24.94,23.66,28.22,,
Calc annual,26.16,22.06,19.19,29.02,25.06,33.20,32.07,24.94,23.66,28.22,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
