"FORRES",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5683/1/1,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,-999.00,0.99,2.50,2.96,0.53,1.30,1.89,,1.65,,
February,,,1.70,1.69,1.12,1.93,0.85,1.58,,1.68,,
March,,,1.14,1.31,0.62,0.80,1.75,0.91,,1.50,,
April,,-999.00,1.22,1.57,1.10,1.03,1.23,1.72,,2.55,,
May,,2.40,2.87,1.73,3.24,1.64,1.45,2.22,,1.41,,
June,,0.86,1.67,2.91,2.84,2.03,3.54,5.13,,1.99,,
July,,2.88,1.77,1.08,2.24,5.74,2.12,2.82,,1.97,,
August,,3.01,4.01,1.87,5.30,2.88,0.20,6.69,,1.90,,
September,,2.99,2.80,3.30,2.05,3.12,3.09,2.20,,3.74,,
October,,4.25,2.63,3.24,3.94,0.24,1.18,3.04,,0.90,,
November,,0.90,2.29,3.32,0.40,2.76,4.04,1.75,,2.89,,
December,,2.06,0.50,2.88,3.27,1.36,1.42,2.07,,1.89,,
Total,,,23.59,27.40,29.08,24.06,22.17,32.02,,24.07,,
Calc annual,0.00,19.35,23.59,27.40,29.08,24.06,22.17,32.02,0.00,24.07,,
Difference,NaN,NaN,0.00,-0.00,-0.00,0.00,0.00,0.00,NaN,0.00,,
