"NOTTINGHAM (COLWICK SUGAR FACTORY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2604/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.13,2.71,3.86,2.40,1.46,1.73,1.55,3.64,1.17,0.97,,
February,1.69,0.50,0.42,1.76,1.94,2.23,1.71,0.93,0.65,4.47,,
March,2.39,1.76,0.52,0.40,0.63,0.86,4.99,0.33,1.26,0.95,,
April,0.98,0.97,0.63,2.27,1.45,1.19,1.75,0.88,2.02,2.33,,
May,2.06,3.64,2.25,0.92,2.11,1.35,1.39,2.29,2.76,2.04,,
June,0.46,0.53,1.12,1.38,1.83,2.67,1.05,1.76,0.67,1.22,,
July,3.66,2.43,0.31,1.66,1.72,1.67,1.41,1.06,3.03,1.97,,
August,4.06,1.61,1.52,2.95,1.40,4.40,0.14,3.86,1.90,2.85,,
September,0.21,0.91,2.04,2.55,1.61,3.07,1.08,2.79,1.30,2.72,,
October,1.63,1.84,1.68,1.94,2.58,1.19,0.21,1.75,4.54,0.56,,
November,3.05,1.49,1.57,3.86,0.21,4.29,1.35,1.30,2.64,3.94,,
December,0.59,1.82,0.72,1.20,1.62,2.01,1.70,2.92,1.97,1.26,,
Total,23.91,20.21,16.64,23.29,18.56,26.66,18.33,23.51,23.91,25.28,,
Calc annual,23.91,20.21,16.64,23.29,18.56,26.66,18.33,23.51,23.91,25.28,,
Difference,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,,
