"ESKDALEMUIR (OBSERVATORY) (+A)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5041,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.65,8.31,7.90,7.86,6.36,7.62,6.53,10.24,6.81,4.74,,
February,4.00,2.89,5.49,3.60,8.25,3.93,1.21,5.83,6.49,6.37,,
March,4.56,4.70,2.38,0.67,4.82,5.26,5.71,4.53,2.49,6.84,,
April,2.93,3.18,4.01,3.73,3.15,1.97,10.00,4.41,6.45,6.18,,
May,3.76,5.42,6.80,3.85,6.33,1.35,3.49,1.77,3.28,2.26,,
June,1.98,1.13,6.09,5.62,5.00,6.38,4.92,6.93,1.31,5.19,,
July,4.67,4.02,3.90,3.12,3.93,4.58,4.50,3.99,2.64,6.01,,
August,7.16,5.41,7.64,4.24,2.00,6.25,0.03,10.00,3.68,8.13,,
September,2.62,7.05,5.86,6.18,6.97,9.48,4.61,6.87,2.69,12.16,,
October,6.43,6.70,10.09,4.55,6.16,0.90,1.54,5.97,7.51,4.66,,
November,5.28,1.48,4.17,10.34,0.63,10.81,8.68,5.30,6.62,4.84,,
December,3.35,9.24,2.71,8.22,3.47,6.53,3.13,7.89,12.01,2.50,,
Total,48.39,59.53,67.04,61.98,57.07,65.06,54.35,73.73,61.98,69.88,,
Calc annual,48.39,59.53,67.04,61.98,57.07,65.06,54.35,73.73,61.98,69.88,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
