"OLDBURY (BARNFORD HILL PK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2440,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.38,3.16,5.98,2.95,1.05,2.63,1.93,5.52,1.68,0.79,,
February,2.52,0.91,1.64,1.79,2.63,2.30,2.03,1.73,0.75,5.34,,
March,2.43,1.89,1.11,0.52,1.03,0.97,5.96,1.30,1.88,1.36,,
April,1.67,1.83,1.15,2.45,0.97,2.12,2.55,2.12,2.58,2.16,,
May,3.74,3.41,4.70,0.87,3.02,2.66,2.70,2.69,2.44,1.56,,
June,1.30,0.45,2.00,2.22,2.89,2.97,1.85,3.59,0.43,2.21,,
July,3.00,1.92,1.42,2.37,2.33,1.82,3.94,2.12,2.88,2.82,,
August,4.67,3.08,1.83,2.06,1.73,5.80,0.87,4.92,1.91,3.68,,
September,0.50,1.68,2.38,2.82,1.06,4.52,1.52,3.42,1.26,4.97,,
October,3.72,2.91,2.02,3.40,3.40,0.74,0.44,3.08,6.14,0.96,,
November,3.50,1.45,1.97,5.08,0.39,6.65,2.33,1.94,3.71,4.47,,
December,2.00,3.25,1.48,1.84,3.26,2.39,2.66,4.98,1.56,1.62,,
Total,32.43,25.94,27.68,28.37,23.76,35.57,28.78,37.41,27.22,31.94,,
Calc annual,32.43,25.94,27.68,28.37,23.76,35.57,28.78,37.41,27.22,31.94,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
