"LUCKINGTON COURT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1498,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.36,3.40,,,,,,,,,,
February,3.40,0.70,,,,,,,,,,
March,2.23,2.30,,,,,,,,,,
April,1.42,1.11,,,,,,,,,,
May,1.70,4.10,,,,,,,,,,
June,1.51,0.23,,,,,,,,,,
July,1.78,2.73,,,,,,,,,,
August,3.57,4.21,,,,,,,,,,
September,0.50,2.04,,,,,,,,,,
October,1.66,4.23,,,,,,,,,,
November,2.13,1.54,,,,,,,,,,
December,1.91,4.01,,,,,,,,,,
Total,25.17,30.60,,,,,,,,,,
Calc annual,25.17,30.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
