"HASTINGS (NEWGATE RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,543,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,4.36,2.49,4.72,1.71,2.07,2.82,2.10,4.14,1.10,1.08,,
February,2.74,0.68,1.35,1.15,1.80,3.32,1.54,1.15,1.07,4.24,,
March,2.45,3.31,0.37,0.03,0.96,1.64,6.46,0.51,0.97,1.28,,
April,0.89,1.26,1.27,1.85,1.06,1.99,2.17,1.02,1.22,2.08,,
May,1.85,2.39,1.79,0.59,1.53,2.72,1.74,1.30,1.60,1.34,,
June,1.62,0.20,1.40,1.12,0.73,1.89,2.95,1.92,0.65,1.34,,
July,2.99,2.22,1.63,1.97,3.33,3.38,3.25,2.03,0.95,2.31,,
August,3.83,2.11,1.40,2.59,1.35,4.94,0.01,3.34,1.08,2.88,,
September,0.15,2.65,2.10,2.61,2.04,2.71,1.24,2.46,2.19,2.47,,
October,1.17,2.98,1.89,4.54,2.11,1.73,0.19,1.37,8.11,1.23,,
November,3.53,2.38,2.44,4.95,0.53,3.41,1.46,2.24,3.89,5.93,,
December,1.59,3.16,2.33,1.91,3.69,3.01,2.93,2.41,1.66,2.40,,
Total,27.17,25.83,22.69,25.02,21.20,33.56,26.04,23.89,24.49,28.58,,
Calc annual,27.17,25.83,22.69,25.02,21.20,33.56,26.04,23.89,24.49,28.58,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
