"WEST KILBRIDE (CROSBIE RES)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5214/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.40,6.70,5.45,4.40,3.50,5.05,5.10,6.65,4.75,2.95,,
February,3.15,1.60,4.05,1.28,5.63,2.65,0.30,3.75,4.30,3.50,,
March,2.25,3.00,1.32,0.58,2.93,1.70,3.75,3.70,3.00,3.00,,
April,1.73,2.15,3.15,2.65,2.25,1.85,5.40,3.25,4.75,2.85,,
May,3.07,2.95,3.16,3.15,3.90,0.78,4.68,2.00,1.85,1.55,,
June,1.25,2.40,4.15,3.05,4.50,2.23,4.15,5.25,1.25,2.95,,
July,3.54,4.15,2.35,4.50,3.00,4.45,3.41,3.60,1.35,6.45,,
August,4.35,5.55,7.30,2.85,2.23,2.90,0.00,5.90,4.15,5.75,,
September,2.00,6.50,3.05,5.30,4.70,7.10,3.90,6.25,2.15,8.80,,
October,4.10,-999.00,8.10,6.40,6.80,0.40,2.65,7.20,6.20,3.70,,
November,3.00,0.70,2.70,6.05,0.37,6.90,6.23,3.60,5.90,3.65,,
December,1.87,5.45,2.40,4.50,4.23,4.30,2.00,6.70,6.55,1.30,,
Total,30.71,46.95,47.18,44.71,44.04,40.31,41.57,57.85,46.20,46.45,,
Calc annual,30.71,41.15,47.18,44.71,44.04,40.31,41.57,57.85,46.20,46.45,,
Difference,-0.00,5.80,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
