"LEAMINGTON SPA (PUMP ROOM GDNS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2454,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.80,3.10,4.13,2.03,1.42,1.71,1.58,3.84,0.94,0.36,,
February,2.41,0.86,1.29,1.02,2.05,2.37,1.12,1.01,0.68,4.06,,
March,2.20,1.80,0.82,0.14,0.63,0.94,5.17,1.00,1.45,1.51,,
April,1.06,0.90,0.74,1.73,0.66,2.02,1.58,1.69,2.06,2.19,,
May,1.71,2.71,2.88,0.93,2.28,2.19,1.51,3.40,2.23,2.54,,
June,1.56,0.32,1.72,2.01,2.67,2.37,1.19,2.66,0.33,1.79,,
July,4.53,1.38,0.83,2.22,1.43,1.83,2.58,1.46,1.40,2.53,,
August,3.45,2.04,1.39,2.15,2.56,4.94,0.22,3.40,1.23,2.78,,
September,0.39,0.83,1.81,3.77,1.55,2.91,1.60,3.68,2.05,2.93,,
October,2.08,2.48,1.73,2.58,3.78,0.67,0.26,2.44,6.45,0.57,,
November,2.51,1.93,1.66,4.07,0.04,5.00,1.90,1.26,2.08,3.56,,
December,1.26,2.52,0.64,1.16,2.87,2.43,2.04,2.00,1.28,1.24,,
Total,25.96,20.87,19.64,23.81,21.94,29.38,20.75,27.84,22.18,26.06,,
Calc annual,25.96,20.87,19.64,23.81,21.94,29.38,20.75,27.84,22.18,26.06,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
