"WROOT (S. LEVEL PUMPING STATION)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2586,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.45,1.31,3.21,2.35,1.53,1.80,1.87,3.88,0.90,1.07,,
February,2.53,0.52,0.94,1.92,1.53,2.60,1.25,1.19,0.58,3.16,,
March,2.56,2.51,0.58,0.46,0.57,1.20,3.85,0.44,1.28,0.81,,
April,1.12,0.69,0.97,2.37,1.56,0.80,1.74,0.90,1.71,3.40,,
May,1.65,3.01,2.39,2.31,1.49,1.46,1.17,1.34,1.53,2.01,,
June,0.49,1.63,1.72,2.03,2.45,1.98,2.18,2.48,0.59,1.25,,
July,3.23,1.28,1.52,1.89,1.70,2.69,1.75,1.07,3.21,1.97,,
August,2.69,2.38,2.18,4.62,2.43,4.77,0.37,2.87,1.70,2.24,,
September,0.39,1.45,2.87,4.98,0.89,2.97,1.10,2.20,0.66,2.88,,
October,2.59,1.74,1.60,2.62,2.50,0.90,1.08,1.58,2.50,0.74,,
November,3.01,1.61,1.72,3.61,0.60,4.50,0.98,1.01,2.86,3.48,,
December,0.13,1.58,0.68,1.54,1.30,2.70,2.29,2.65,1.58,1.28,,
Total,21.84,19.71,20.38,30.70,18.55,28.37,19.63,21.61,19.10,24.29,,
Calc annual,21.84,19.71,20.38,30.70,18.55,28.37,19.63,21.61,19.10,24.29,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
