"MASHAM MOOR (ARNAGILL BECK W.)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3407/6,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,5.92,7.83,7.05,3.72,4.55,4.92,4.25,9.90,1.32,2.41,,
February,7.43,1.59,2.82,1.78,4.53,3.23,6.50,2.78,2.75,8.57,,
March,3.55,3.38,2.35,0.30,2.05,1.68,7.62,2.31,1.72,1.83,,
April,2.88,1.80,1.78,2.62,1.20,2.30,6.54,2.52,2.83,2.81,,
May,2.21,3.02,3.42,1.29,2.00,3.59,2.82,1.24,1.35,1.69,,
June,0.28,1.28,2.42,1.95,4.30,2.65,4.00,3.38,0.61,1.28,,
July,2.08,3.58,2.20,2.73,2.30,3.10,1.94,0.87,2.34,2.80,,
August,2.78,3.49,4.12,2.10,2.40,6.88,0.98,4.33,2.89,5.06,,
September,0.25,2.55,5.36,6.72,2.55,6.67,2.36,2.42,1.87,5.58,,
October,4.32,3.70,2.58,5.00,6.80,1.95,1.64,1.08,4.94,1.55,,
November,4.22,1.53,1.74,7.97,1.12,8.80,4.32,1.38,5.82,5.07,,
December,2.38,4.32,2.23,3.35,2.65,3.55,3.22,4.58,6.53,1.82,,
Total,38.30,38.07,38.07,39.53,36.45,48.32,46.19,36.79,34.97,40.47,,
Calc annual,38.30,38.07,38.07,39.53,36.45,49.32,46.19,36.79,34.97,40.47,,
Difference,-0.00,-0.00,0.00,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,,
