"ROBERTON (HOSCOTE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5043/8,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,3.88,3.68,4.41,,,,,,
February,,,,2.26,4.78,2.30,,,,,,
March,,,,0.49,2.60,3.15,,,,,,
April,,,,3.78,1.75,1.15,,,,,,
May,,,,2.65,4.90,,,,,,,
June,,,,2.72,2.99,,,,,,,
July,,,,2.31,2.26,,,,,,,
August,,,,2.44,2.42,,,,,,,
September,,,3.04,5.18,4.79,,,,,,,
October,,,7.25,2.62,4.26,,,,,,,
November,,,2.17,8.89,0.52,,,,,,,
December,,,1.63,4.63,2.40,,,,,,,
Total,,,,41.85,37.35,,,,,,,
Calc annual,0.00,0.00,14.09,41.85,37.35,11.01,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
