"AFTON RESERVOIR (ALWHAT BURN)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5273/4,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.80,8.50,12.80,10.30,6.10,12.10,8.90,12.75,7.10,6.40,,
February,8.40,3.50,7.30,4.20,12.60,5.50,1.20,8.00,8.00,7.80,,
March,5.00,8.40,3.60,1.40,5.50,4.30,7.40,6.95,3.80,7.60,,
April,3.60,6.00,6.50,5.60,4.10,3.00,12.10,4.40,9.25,6.85,,
May,6.30,6.10,7.10,4.70,6.60,1.70,6.70,2.50,3.45,3.00,,
June,2.00,1.80,8.60,6.50,7.40,5.90,7.70,8.60,1.80,5.90,,
July,5.00,7.30,3.70,6.30,6.10,6.80,6.70,5.50,2.80,9.60,,
August,10.30,11.50,10.10,5.40,2.60,6.20,0.20,10.15,6.40,9.85,,
September,6.50,9.20,5.30,8.30,10.80,12.80,8.50,11.20,3.45,18.00,,
October,7.80,11.40,15.70,8.80,8.30,1.30,3.60,7.90,10.40,7.75,,
November,11.20,2.80,6.60,11.40,1.20,13.50,10.15,6.40,11.70,5.95,,
December,5.70,15.30,5.10,11.10,8.20,8.50,5.00,12.50,14.20,4.40,,
Total,74.60,91.80,92.40,84.00,79.50,81.60,78.15,96.85,82.35,93.10,,
Calc annual,74.60,91.80,92.40,84.00,79.50,81.60,78.15,96.85,82.35,93.10,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,,
