"TAXAL (BLACKHILLGATE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2643/6/1/3,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.60,3.66,5.57,6.95,5.20,5.30,3.35,9.35,3.15,3.15,,
February,6.10,2.24,3.60,2.45,4.15,7.15,1.50,3.40,1.95,5.20,,
March,3.60,2.60,1.85,0.88,2.00,1.50,6.10,1.90,2.45,1.70,,
April,3.00,1.75,2.20,3.20,2.55,1.59,3.80,2.30,3.55,4.10,,
May,2.85,4.90,3.65,4.05,3.80,1.57,2.75,2.00,3.10,0.90,,
June,3.05,0.90,3.65,4.00,4.30,4.55,2.85,6.70,2.10,3.32,,
July,3.35,4.15,1.45,4.05,1.90,5.85,3.75,4.25,2.40,3.20,,
August,7.25,4.45,4.30,4.15,3.20,6.05,0.80,6.20,2.30,4.50,,
September,0.85,3.55,4.70,4.70,2.00,5.95,2.20,2.65,1.30,6.10,,
October,4.70,7.30,3.35,5.70,6.95,1.00,1.00,3.10,4.10,2.90,,
November,4.00,1.10,3.50,7.25,0.75,6.05,4.90,2.70,6.70,5.75,,
December,2.80,4.23,2.35,3.65,3.50,5.00,4.70,4.10,6.25,4.40,,
Total,44.15,40.83,40.17,51.03,40.30,51.56,37.70,48.65,39.35,45.22,,
Calc annual,44.15,40.83,40.17,51.03,40.30,51.56,37.70,48.65,39.35,45.22,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
