"ALDEBURGH (IKEN WAY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1364/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.54,2.97,3.33,1.59,1.75,1.81,2.02,3.52,0.86,1.45,,
February,2.21,0.60,0.52,1.52,1.78,1.54,2.08,0.90,0.98,2.37,,
March,2.41,2.33,0.39,0.29,0.94,2.16,4.32,0.65,0.97,0.40,,
April,1.03,0.63,0.83,1.74,1.64,0.90,1.33,1.28,1.19,1.77,,
May,1.82,1.68,0.91,0.62,2.11,1.52,0.62,1.20,1.93,1.55,,
June,0.75,0.72,1.73,1.66,1.91,4.13,2.12,2.28,0.57,1.23,,
July,2.41,2.38,1.35,1.30,1.41,3.09,2.23,1.31,0.51,1.56,,
August,3.89,1.01,0.88,1.16,2.39,5.25,0.08,3.22,1.07,2.05,,
September,0.35,2.05,2.75,2.59,0.94,2.27,1.15,1.25,2.67,2.61,,
October,2.32,3.99,1.56,4.31,1.24,0.86,0.41,1.47,3.70,0.49,,
November,1.90,2.93,2.38,3.79,1.35,4.05,1.41,1.65,2.23,4.06,,
December,1.45,1.98,1.55,1.57,2.48,3.04,3.19,1.47,1.57,2.03,,
Total,23.08,23.27,18.18,22.14,19.94,30.62,20.96,20.20,18.25,21.57,,
Calc annual,23.08,23.27,18.18,22.14,19.94,30.62,20.96,20.20,18.25,21.57,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
