"MONTROSE (AIRFIELD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5602/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,3.11,3.06,1.10,3.85,,,,,,,
February,,1.48,0.70,0.74,1.89,,,,,,,
March,,1.46,0.39,0.69,0.93,,,,,,,
April,,1.24,1.29,2.44,1.06,,,,,,,
May,,2.57,3.91,2.62,4.00,,,,,,,
June,,0.83,1.09,2.13,2.00,,,,,,,
July,,2.01,1.30,1.66,2.57,,,,,,,
August,,3.02,3.77,1.62,4.21,,,,,,,
September,,2.67,2.23,1.88,,,,,,,,
October,,2.65,2.35,4.36,,,,,,,,
November,3.42,0.37,1.32,2.60,,,,,,,,
December,1.58,2.27,0.93,2.68,,,,,,,,
Total,,23.68,22.34,24.52,,,,,,,,
Calc annual,5.00,23.68,22.34,24.52,20.51,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
