"BLANDFORD (BRYANSTON SCHOOL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1620/2,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,4.60,5.55,8.62,2.89,2.11,4.62,3.67,,0.91,,,
February,4.82,0.28,1.91,1.51,3.11,2.61,1.54,,2.99,,,
March,2.93,3.20,0.85,0.40,1.24,1.18,8.52,,1.49,,,
April,2.34,2.56,0.78,1.92,0.81,2.75,2.53,,2.50,,,
May,2.45,4.50,3.29,0.44,2.60,3.50,2.52,,2.62,,,
June,2.23,0.32,2.07,2.11,3.48,3.26,1.85,,0.58,,,
July,2.13,1.29,2.45,3.17,1.00,0.83,1.56,,0.59,,,
August,4.06,4.06,2.02,2.80,2.59,4.76,0.32,,2.20,,,
September,1.24,2.83,2.15,2.20,3.79,5.64,1.30,,4.19,,,
October,0.87,4.31,4.70,5.22,5.09,1.52,1.14,,8.38,,,
November,2.76,1.97,2.48,8.66,1.27,7.06,1.64,,4.66,,,
December,2.80,6.67,4.02,3.22,5.01,4.99,3.74,,2.25,,,
Total,33.23,37.54,35.34,34.54,32.10,42.72,30.33,,33.36,,,
Calc annual,33.23,37.54,35.34,34.54,32.10,42.72,30.33,0.00,33.36,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,NaN,0.00,NaN,,
