"STREET (HIGH LEVEL RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2001/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,2.19,,,,,,,,,,
February,,0.21,,,,,,,,,,
March,,1.43,,,,,,,,,,
April,,0.54,,,,,,,,,,
May,,4.76,,,,,,,,,,
June,,0.39,,,,,,,,,,
July,,1.25,,,,,,,,,,
August,,4.51,,,,,,,,,,
September,,1.85,,,,,,,,,,
October,,2.00,,,,,,,,,,
November,,1.05,,,,,,,,,,
December,,2.56,,,,,,,,,,
Total,,22.74,,,,,,,,,,
Calc annual,0.00,22.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
