"UPPER MEIG (GLEANN FHIODHAIG)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5770/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,,,-999.00,5.15,,11.75,6.75,,
February,,,,,,9.20,0.75,,4.01,5.20,,
March,,,,,,8.00,2.50,,2.39,3.35,,
April,,,,,,3.70,9.70,,5.60,9.05,,
May,,,,,,-999.00,2.80,,2.55,2.05,,
June,,,,,,0.90,3.55,,1.65,3.70,,
July,,,,,,6.68,2.99,,2.10,4.30,,
August,,,,,,5.35,0.20,,6.45,3.60,,
September,,,,,,7.60,5.60,,3.35,11.45,,
October,,,,,,-999.00,3.40,,3.05,6.10,,
November,,,,,,3.90,5.20,,5.15,5.00,,
December,,,,,,4.70,3.90,,15.75,3.15,,
Total,,,,,,-999.00,45.74,,63.80,63.70,,
Calc annual,0.00,0.00,0.00,0.00,0.00,50.03,45.74,0.00,63.80,63.70,,
Difference,NaN,NaN,NaN,NaN,NaN,-1049.03,0.00,NaN,0.00,0.00,,
