"LOCH NESS (FOYERS GARROGIE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5703/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,7.43,4.52,7.12,,,,,,
February,,,,3.41,7.45,5.84,,,,,,
March,,,,2.10,4.54,2.22,,,,,,
April,,,,2.96,1.30,3.54,,,,,,
May,,,,3.68,2.61,1.93,,,,,,
June,,,,4.49,3.22,4.09,,,,,,
July,,,,1.33,1.82,6.47,,,,,,
August,,,,2.03,0.95,3.52,,,,,,
September,,,,4.26,2.90,5.99,,,,,,
October,,,,5.49,3.41,0.43,,,,,,
November,,,,7.50,0.44,4.98,,,,,,
December,,,2.89,5.75,6.31,3.00,,,,,,
Total,,,,50.43,39.47,49.13,,,,,,
Calc annual,0.00,0.00,2.89,50.43,39.47,49.13,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,,
