"DALRY (WHITEHILL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5250/2,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.10,10.85,7.90,7.09,4.85,8.50,7.80,8.67,8.60,5.65,,
February,5.60,3.00,7.75,3.25,9.45,5.15,1.00,6.70,7.55,5.65,,
March,3.20,3.88,2.65,2.05,4.45,3.70,5.00,6.00,5.20,4.90,,
April,3.00,3.60,5.45,4.15,3.80,3.10,6.95,4.70,9.85,3.95,,
May,3.95,4.20,4.20,5.50,5.10,1.25,5.60,2.90,2.95,1.60,,
June,2.45,2.95,5.70,5.20,4.90,4.30,5.50,7.25,1.25,3.25,,
July,4.85,6.35,4.18,5.55,4.50,6.00,4.85,5.85,2.55,7.25,,
August,7.30,10.70,9.82,4.50,2.80,4.05,0.10,9.80,7.45,8.75,,
September,3.10,9.25,5.15,7.90,7.15,11.65,7.30,10.40,3.80,14.00,,
October,7.00,10.40,12.95,9.25,9.70,0.40,3.60,11.35,9.45,6.45,,
November,5.40,1.40,4.70,8.75,0.80,10.35,8.75,5.35,9.95,4.75,,
December,3.50,10.90,4.26,7.45,6.20,7.50,4.05,9.50,10.75,2.60,,
Total,50.45,77.48,74.71,70.64,63.70,65.95,60.50,88.47,79.35,68.80,,
Calc annual,50.45,77.48,74.71,70.64,63.70,65.95,60.50,88.47,79.35,68.80,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
