"BARNSLEY (JORDAN HILL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3171,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,4.17,2.42,3.22,2.93,2.32,2.19,2.74,5.48,1.07,1.30,,
February,3.06,1.20,1.20,1.68,1.74,2.85,3.16,1.36,1.07,4.99,,
March,3.90,1.85,0.79,0.30,0.57,1.31,5.24,0.81,0.92,1.02,,
April,1.23,1.02,1.51,1.48,1.53,1.23,2.57,1.37,2.38,2.36,,
May,1.93,2.68,2.09,2.40,4.64,1.62,2.84,1.14,1.90,2.13,,
June,0.14,1.10,1.43,1.33,2.12,2.67,3.01,2.53,0.75,0.80,,
July,2.52,1.46,0.86,2.26,1.92,2.82,1.65,1.23,4.22,1.29,,
August,2.02,3.30,2.42,2.87,2.88,4.32,0.37,5.15,1.42,3.93,,
September,0.48,1.04,3.77,3.46,1.05,4.02,1.12,1.08,1.09,2.74,,
October,2.47,1.96,1.62,2.40,3.62,1.28,0.73,1.21,2.72,0.76,,
November,3.22,1.43,1.67,4.13,0.28,4.76,1.79,0.86,3.75,4.06,,
December,0.65,1.15,1.00,2.33,1.53,2.01,2.66,2.26,2.76,1.46,,
Total,25.79,20.61,21.58,27.57,24.20,31.08,27.88,24.48,24.05,26.84,,
Calc annual,25.79,20.61,21.58,27.57,24.20,31.08,27.88,24.48,24.05,26.84,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,,
