"NEWPORT (STAPLERS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,602/1,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,4.41,5.20,,,,,,,,,
February,,0.28,1.46,,,,,,,,,
March,,3.03,0.64,,,,,,,,,
April,,1.64,1.02,,,,,,,,,
May,,3.77,2.12,,,,,,,,,
June,,0.75,0.97,,,,,,,,,
July,,1.73,2.80,,,,,,,,,
August,,2.82,,,,,,,,,,
September,,2.54,,,,,,,,,,
October,,3.72,,,,,,,,,,
November,,1.03,,,,,,,,,,
December,,4.01,,,,,,,,,,
Total,,29.73,,,,,,,,,,
Calc annual,0.00,29.73,14.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
