"CARLUKE (SPRINGFIELD RES)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5168/8,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.77,4.34,2.71,3.79,3.20,3.11,3.04,6.09,3.96,1.75,,
February,2.76,1.40,3.32,1.28,4.18,2.49,0.46,3.29,3.45,3.32,,
March,2.81,1.31,1.75,0.68,2.06,2.22,3.75,2.34,1.44,2.76,,
April,1.38,1.83,2.14,1.98,1.39,0.99,4.69,2.97,2.21,3.93,,
May,5.42,1.96,4.00,2.21,4.02,1.39,3.00,1.29,1.48,1.61,,
June,0.95,0.90,3.61,3.22,3.39,3.14,3.19,4.58,1.45,2.70,,
July,4.04,3.26,2.66,2.90,3.59,4.65,2.68,2.06,1.39,5.34,,
August,4.36,3.88,4.62,3.67,2.20,3.07,0.02,6.76,3.83,3.54,,
September,1.01,4.21,2.97,4.79,5.13,5.86,3.09,4.98,1.82,8.89,,
October,3.16,4.24,5.89,3.83,4.73,0.79,1.83,3.01,4.83,2.82,,
November,2.13,0.67,2.06,7.28,0.32,4.42,5.52,2.83,3.98,3.43,,
December,1.55,3.41,1.90,3.93,2.82,2.92,2.51,5.03,6.04,1.72,,
Total,30.34,31.41,37.63,39.56,37.03,35.05,33.78,45.23,35.88,41.81,,
Calc annual,30.34,31.41,37.63,39.56,37.03,35.05,33.78,45.23,35.88,41.81,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
