"ODIHAM SEWAGE WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,752/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.25,3.31,5.34,1.87,1.02,2.41,2.37,5.08,0.92,0.54,,
February,2.50,0.53,1.21,0.84,2.15,2.13,1.31,1.14,1.34,4.87,,
March,3.81,2.04,0.42,0.07,0.60,1.10,5.34,0.90,1.37,0.97,,
April,1.21,2.26,0.96,1.15,0.97,1.74,2.48,1.91,2.11,2.71,,
May,1.65,3.13,2.91,0.33,1.79,2.96,1.28,3.42,2.28,1.31,,
June,1.68,0.40,0.80,2.06,2.26,2.73,1.42,1.89,1.04,1.06,,
July,4.69,1.46,1.76,1.73,3.39,2.00,1.67,0.85,1.34,4.74,,
August,4.45,2.12,2.23,1.19,1.55,3.76,0.49,2.71,1.53,3.87,,
September,0.11,1.25,1.15,2.27,2.25,4.44,0.84,2.20,0.97,3.12,,
October,1.33,2.99,3.96,4.51,3.98,1.01,0.68,2.02,6.97,0.39,,
November,2.94,2.24,1.79,4.26,0.29,5.44,0.98,1.26,2.82,5.70,,
December,1.82,3.50,1.59,1.78,3.29,2.28,2.43,4.85,1.46,1.68,,
Total,28.44,25.23,24.12,22.06,23.54,32.00,21.29,28.23,24.15,30.96,,
Calc annual,28.44,25.23,24.12,22.06,23.54,32.00,21.29,28.23,24.15,30.96,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
