"BARNES (LONSDALE ROAD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,165/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,4.89,1.89,1.94,1.70,,,,,,
February,,,1.57,0.86,1.65,2.47,,,,,,
March,,,0.35,0.00,1.09,1.04,,,,,,
April,,,0.92,1.61,1.19,2.31,,,,,,
May,,,2.13,0.71,2.57,4.29,,,,,,
June,,,1.29,1.92,2.06,3.40,,,,,,
July,,,2.11,1.71,3.05,1.90,,,,,,
August,,,0.92,2.75,1.34,4.61,,,,,,
September,,,1.81,2.80,1.60,4.42,,,,,,
October,,,2.77,2.93,2.44,1.52,,,,,,
November,,,1.58,4.15,0.08,3.82,,,,,,
December,,,1.56,1.31,3.43,2.33,,,,,,
Total,,,21.90,22.64,22.44,33.81,,,,,,
Calc annual,0.00,0.00,21.90,22.64,22.44,33.81,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
