"WEYBRIDGE (SHEPPERTON LOCK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,831,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.29,2.85,4.62,1.61,1.71,1.59,1.60,3.63,1.22,0.80,,
February,2.06,0.79,1.22,0.78,1.36,2.38,1.68,1.55,1.05,3.84,,
March,3.36,1.81,0.41,0.14,0.86,1.14,5.23,0.65,1.12,0.89,,
April,1.64,1.05,0.72,1.24,1.23,1.99,1.57,1.28,2.04,3.11,,
May,1.55,3.01,2.06,0.97,1.73,3.03,1.57,2.47,2.09,1.48,,
June,2.17,1.54,1.38,2.64,2.05,2.68,2.83,3.39,0.51,1.56,,
July,3.83,1.97,2.03,2.23,4.41,2.07,3.39,0.95,1.56,3.54,,
August,5.25,2.32,1.39,2.19,1.76,4.04,0.30,3.47,1.68,2.45,,
September,0.32,0.79,1.71,2.07,2.01,2.87,1.00,1.41,0.54,2.66,,
October,1.20,3.69,2.20,3.16,2.62,0.97,0.18,2.15,5.41,0.30,,
November,2.46,1.94,1.36,3.51,0.50,4.05,1.23,1.77,2.28,5.03,,
December,1.56,2.72,1.43,1.40,3.26,1.99,2.63,2.78,1.54,1.95,,
Total,27.69,24.48,20.53,21.94,23.50,28.80,23.21,25.50,21.04,27.61,,
Calc annual,27.69,24.48,20.53,21.94,23.50,28.80,23.21,25.50,21.04,27.61,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
