"LOCH MORAR (RHUBANA)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5714/4,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,,,7.95,5.11,6.15,12.02,6.41,,
February,,,,,,5.98,0.00,6.05,8.13,7.06,,
March,,,,,,4.83,1.26,6.14,4.40,6.37,,
April,,,,,,4.45,8.92,4.67,8.98,5.36,,
May,,,,,3.27,1.20,2.31,2.53,4.33,2.18,,
June,,,,,6.02,7.19,5.12,4.18,2.51,6.85,,
July,,,,,4.20,8.24,5.36,5.53,3.69,7.55,,
August,,,,,2.57,6.05,0.10,6.87,9.21,8.22,,
September,,,,,6.67,6.04,9.49,10.82,5.71,13.84,,
October,,,,,5.20,0.72,4.08,8.82,10.05,8.65,,
November,,,,,1.14,6.59,9.52,7.89,7.63,6.63,,
December,,,,,5.73,7.49,3.54,8.52,11.98,4.40,,
Total,,,,,,66.73,54.81,78.17,88.64,83.52,,
Calc annual,0.00,0.00,0.00,0.00,34.80,66.73,54.81,78.17,88.64,83.52,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,,
