"FIMBER (C OF E SCHOOL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3402/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.65,2.17,,2.89,,,,,,,,
February,2.83,3.99,,1.69,,,,,,,,
March,3.07,1.90,0.70,0.47,,,,,,,,
April,1.96,0.99,1.20,2.33,,,,,,,,
May,1.41,3.41,3.00,0.57,,,,,,,,
June,1.37,1.34,1.50,2.17,,,,,,,,
July,2.55,2.62,0.92,2.29,,,,,,,,
August,3.78,2.11,3.20,3.70,,,,,,,,
September,0.95,2.04,3.48,4.70,,,,,,,,
October,3.49,1.71,1.38,2.86,,,,,,,,
November,3.68,,1.67,3.50,,,,,,,,
December,0.68,,2.25,2.14,,,,,,,,
Total,28.42,,,29.31,,,,,,,,
Calc annual,28.42,22.28,19.30,29.31,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
