"LOCH SUNART (GLENBORRODALE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5392,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.91,5.95,8.14,7.91,6.37,10.65,7.78,8.50,9.15,6.42,,
February,5.11,4.79,6.80,3.83,8.37,6.36,0.04,6.17,6.44,6.38,,
March,2.04,2.23,3.96,4.03,6.29,3.24,3.00,5.41,4.37,4.51,,
April,4.05,2.42,7.01,4.05,3.35,4.35,7.90,4.64,8.20,6.63,,
May,1.12,3.34,3.50,5.99,3.77,1.16,4.27,1.79,3.42,2.91,,
June,1.83,3.48,6.72,5.20,6.60,4.68,5.73,5.15,3.09,6.13,,
July,4.63,7.81,4.03,2.27,5.51,8.04,4.87,4.15,3.15,6.07,,
August,7.46,7.62,4.74,3.60,3.44,6.65,0.24,5.95,8.82,8.88,,
September,4.24,10.91,6.30,6.49,7.62,6.68,9.08,10.26,3.00,11.32,,
October,6.53,9.08,12.86,9.99,5.42,0.88,4.38,9.22,10.33,9.17,,
November,6.79,4.08,7.15,8.95,1.33,5.64,9.63,5.57,9.85,6.20,,
December,6.06,13.07,6.67,8.70,6.89,7.74,3.87,11.01,12.63,4.21,,
Total,50.77,74.78,77.88,71.01,64.96,66.07,60.79,77.82,82.45,78.83,,
Calc annual,50.77,74.78,77.88,71.01,64.96,66.07,60.79,77.82,82.45,78.83,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
