"SLEAFORD (THE MALTINGS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2541/1,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,,,,,,1.08,0.63,,
February,,,,,,,,,0.57,2.41,,
March,,,,,,,,,0.64,0.34,,
April,,,,,,,,,1.31,1.64,,
May,,,,,,,,,1.42,2.29,,
June,,,,,,,,,0.65,1.27,,
July,,,,,,,,,2.65,2.19,,
August,,,,,,,,,1.61,1.55,,
September,,,,,,,,,1.24,2.30,,
October,,,,,,,,,3.06,0.59,,
November,,,,,,,,,2.13,3.22,,
December,,,,,,,,,0.95,0.86,,
Total,,,,,,,,,17.31,19.29,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.31,19.29,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
