"IGHTHAM (OLDBURY FARM)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,365/7,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,,,,,,1.19,1.78,,
February,,,,,,,,,1.52,4.60,,
March,,,,,,,,,0.90,2.17,,
April,,,,,,,,1.55,1.97,2.69,,
May,,,,,,,,2.48,2.90,1.41,,
June,,,,,,,,4.09,0.93,3.43,,
July,,,,,,,,1.74,0.98,2.70,,
August,,,,,,,,4.42,1.54,2.58,,
September,,,,,,,,1.70,1.55,2.89,,
October,,,,,,,,2.13,8.59,0.32,,
November,,,,,,,,1.97,2.52,7.05,,
December,,,,,,,,5.06,2.01,1.99,,
Total,,,,,,,,,26.60,33.61,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.14,26.60,33.61,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
