"CROWBOROUGH (HARECOMB)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,567/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.96,1.02,6.49,2.92,2.82,3.01,2.82,5.61,1.45,1.80,,
February,3.74,0.50,2.02,1.17,2.40,3.60,2.41,2.26,1.67,6.14,,
March,3.46,4.00,0.53,0.10,2.06,2.01,7.55,1.35,1.14,1.64,,
April,1.77,1.76,1.97,1.71,1.40,1.85,1.97,1.34,1.91,2.53,,
May,2.59,3.80,2.58,0.94,2.65,2.59,2.33,2.59,1.77,1.49,,
June,2.12,0.20,2.15,1.92,1.86,4.58,2.62,3.33,1.16,1.16,,
July,3.14,4.30,2.54,2.72,5.69,2.39,1.91,2.09,0.15,2.71,,
August,4.45,2.98,1.71,2.89,2.69,7.48,0.22,5.36,2.51,3.18,,
September,0.48,2.63,2.12,3.15,2.71,4.38,1.91,2.28,1.77,3.65,,
October,1.94,4.35,3.57,5.54,3.54,1.27,0.78,2.43,8.74,0.52,,
November,4.15,2.08,2.02,6.07,0.36,6.16,1.81,2.16,4.14,7.04,,
December,2.61,3.96,2.70,2.81,5.09,3.70,3.57,4.62,2.23,2.57,,
Total,34.41,31.58,30.40,31.94,33.27,43.02,29.90,35.42,28.64,34.43,,
Calc annual,34.41,31.58,30.40,31.94,33.27,43.02,29.90,35.42,28.64,34.43,,
Difference,-0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
