"WORKSOP (SUNNYSIDE WATERWORKS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2634/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.54,2.52,3.43,2.51,1.51,1.88,2.31,4.46,0.88,0.76,,
February,2.48,0.89,0.64,1.86,1.41,2.42,2.34,1.06,0.74,4.18,,
March,4.15,1.98,0.69,0.53,0.58,0.94,4.13,0.70,1.28,1.01,,
April,1.14,0.88,1.06,2.04,1.13,0.86,1.99,1.26,1.88,2.20,,
May,2.36,3.37,2.52,1.41,1.85,1.68,1.31,1.68,1.61,2.10,,
June,0.23,1.37,1.50,1.71,1.83,2.59,2.62,2.03,0.67,1.25,,
July,3.19,1.63,0.77,1.60,1.93,2.33,1.25,1.33,3.51,2.09,,
August,2.46,2.72,1.96,3.71,2.90,5.48,0.21,3.89,1.44,2.92,,
September,0.36,1.97,2.07,3.65,0.85,2.76,1.22,1.76,1.05,2.45,,
October,3.11,1.92,1.59,2.95,3.38,1.19,0.53,1.69,3.08,0.93,,
November,3.33,1.46,1.63,3.82,0.40,5.02,1.07,1.06,3.05,4.34,,
December,0.65,1.44,0.75,1.44,1.57,2.69,2.01,3.38,1.82,1.01,,
Total,27.00,22.15,18.61,27.23,19.34,29.84,20.99,24.30,21.01,25.24,,
Calc annual,27.00,22.15,18.61,27.23,19.34,29.84,20.99,24.30,21.01,25.24,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
