"WOOL (EAST BURTON HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1569/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,,,,,8.46,0.84,0.86,,
February,,,,,,,,1.94,2.47,5.41,,
March,,,,,,,,1.64,1.73,1.70,,
April,,,,,,,,2.85,2.33,2.94,,
May,,,,,,,,3.40,3.08,1.30,,
June,,,,,,,,2.93,1.17,0.87,,
July,,,,,,,,1.79,0.50,5.89,,
August,,,,,,,,5.42,1.54,2.75,,
September,,,,,,,,4.36,6.58,3.42,,
October,,,,,,,,3.86,9.76,1.17,,
November,,,,,,,,3.28,3.88,5.43,,
December,,,,,,,,7.35,2.24,2.66,,
Total,,,,,,,,47.28,36.12,34.40,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.28,36.12,34.40,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,-0.00,,
