"ASHWELLTHORPE (TACOLNESTON HALL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1402/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.83,2.53,4.15,2.39,2.25,1.57,2.18,4.10,0.95,1.64,,
February,2.07,1.24,0.93,1.36,2.12,2.43,1.87,1.08,1.08,3.42,,
March,3.78,2.10,0.80,1.07,1.89,1.21,4.26,0.67,1.20,0.67,,
April,1.32,0.72,0.93,1.61,2.02,0.77,1.47,1.29,1.71,2.20,,
May,2.19,2.66,1.46,1.61,2.62,1.06,0.51,3.01,2.59,2.08,,
June,0.64,0.87,1.79,2.17,1.77,3.04,1.27,2.43,1.02,2.15,,
July,1.43,3.73,1.32,1.78,1.00,5.95,1.86,1.90,1.83,3.24,,
August,4.94,1.18,1.50,1.49,3.84,4.23,0.13,3.25,1.33,2.32,,
September,0.38,2.45,2.30,3.95,2.36,2.94,0.76,1.52,1.25,3.52,,
October,2.80,4.32,1.85,4.09,2.42,0.98,0.30,1.85,3.64,1.03,,
November,2.61,3.22,3.06,4.57,1.53,3.68,1.47,1.19,2.86,5.04,,
December,1.19,2.86,1.79,1.73,2.68,3.09,2.42,1.27,2.02,2.11,,
Total,26.18,27.88,21.88,27.82,26.50,30.95,18.50,23.56,21.48,29.42,,
Calc annual,26.18,27.88,21.88,27.82,26.50,30.95,18.50,23.56,21.48,29.42,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
