"NEWMARKET (SEWAGE OUTFALL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1387,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.71,2.94,4.00,1.29,1.68,1.24,1.44,3.32,1.05,1.00,,
February,1.99,0.99,0.59,0.89,1.39,1.45,1.01,0.68,0.77,3.35,,
March,3.06,1.64,0.75,0.34,1.19,1.15,3.53,0.53,0.74,0.41,,
April,0.98,0.69,0.87,1.68,0.83,0.80,1.65,1.27,1.60,1.81,,
May,1.90,2.33,1.32,0.98,1.65,2.04,0.38,3.08,2.51,2.26,,
June,0.94,0.35,2.44,1.54,1.88,2.68,2.32,2.41,0.98,1.89,,
July,2.53,3.09,0.89,2.44,0.98,3.75,2.61,1.33,2.04,4.61,,
August,4.35,1.47,1.69,2.16,2.55,5.06,0.44,5.01,1.06,2.57,,
September,0.58,1.55,1.29,2.90,2.23,2.21,1.05,1.61,0.75,3.11,,
October,2.19,3.71,1.82,2.77,2.27,1.27,0.19,1.57,3.89,0.38,,
November,2.23,2.63,1.32,3.16,0.58,3.55,1.28,1.20,1.80,4.31,,
December,1.25,1.79,1.27,0.83,2.51,2.09,2.78,1.75,1.24,1.43,,
Total,23.71,23.18,18.25,20.98,19.74,27.29,18.68,23.76,18.43,27.13,,
Calc annual,23.71,23.18,18.25,20.98,19.74,27.29,18.68,23.76,18.43,27.13,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
