"MARSDEN (DEER HILL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3197,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,5.55,6.96,4.04,4.64,2.26,4.32,5.89,7.26,5.72,2.91,,
February,6.03,0.38,7.06,0.38,7.18,2.39,5.95,2.40,5.22,2.18,,
March,0.39,3.66,3.60,4.03,2.49,4.13,2.07,1.73,3.71,3.84,,
April,4.35,5.17,1.66,2.88,4.63,2.47,2.80,0.71,2.93,3.51,,
May,3.40,5.90,2.05,3.84,0.83,1.77,3.10,4.91,1.74,1.23,,
June,6.14,0.62,3.20,2.61,3.99,6.14,2.82,4.95,3.50,0.95,,
July,4.91,5.05,4.05,3.65,2.37,4.54,2.86,5.35,8.08,4.35,,
August,7.16,2.61,2.19,3.42,2.13,2.40,1.56,5.15,2.20,2.61,,
September,5.07,5.65,3.00,3.17,7.68,6.35,2.09,2.57,1.92,4.69,,
October,3.01,8.21,5.84,6.63,11.98,6.51,3.25,12.11,3.18,5.54,,
November,7.72,4.62,2.23,3.01,7.65,7.54,2.94,6.40,9.07,8.72,,
December,2.94,2.55,0.56,6.73,3.13,5.12,2.54,4.83,3.87,4.16,,
Total,56.67,51.38,39.48,44.99,56.32,53.68,37.87,58.37,51.14,44.69,,
Calc annual,56.67,51.38,39.48,44.99,56.32,53.68,37.87,58.37,51.14,44.69,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
