"DUNDEE, BALRUDDERY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5592,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.77,1.98,3.90,1.74,2.77,2.79,4.87,1.93,5.27,3.06,2.39,
February,2.03,0.53,2.69,5.12,0.85,2.95,5.10,1.26,1.87,0.74,1.45,
March,2.10,1.63,1.97,1.32,0.57,1.67,1.19,2.28,4.63,0.10,1.74,
April,1.37,0.93,1.44,2.72,1.34,3.39,2.18,1.06,0.77,0.00,1.71,
May,3.59,1.30,1.18,1.63,4.74,3.76,2.24,1.65,1.41,-999.00,1.47,
June,0.86,0.15,1.87,0.77,2.26,0.44,2.81,2.30,4.34,0.03,1.61,
July,2.54,1.72,2.42,2.16,3.99,1.11,2.71,2.48,0.90,0.75,2.41,
August,3.44,4.25,1.95,4.52,2.33,2.48,2.66,3.97,6.53,4.92,6.16,
September,1.97,1.40,1.74,2.81,3.97,3.00,3.62,4.63,2.52,0.58,4.50,
October,2.59,2.47,1.28,2.40,3.93,2.33,5.05,5.34,3.41,3.25,2.73,
November,2.97,2.11,1.33,1.91,2.25,0.74,5.34,2.56,2.75,3.67,3.41,
December,3.48,1.62,1.68,2.31,3.67,2.04,0.41,2.14,2.21,3.33,3.19,
Total,29.71,20.09,23.45,29.41,32.67,26.70,38.18,31.60,36.61,27.15,32.77,
Calc annual,29.71,20.09,23.45,29.41,32.67,26.70,38.18,31.60,36.61,20.43,32.77,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.72,0.00,
