"SLOGARIE, CASTLE DOUGLAS - low gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX651684,Long,-4.1092,Lat,54.9924,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,7.19,6.94,13.9,6.54,7.6,10.69,6.36,,,,,,3.02,12.76,,,,,,,,,,,,4.24,6.93,4.34,3.79,2.04,7.07,2.22,,,,
February,,,,,3.48,4.29,,4.85,7.67,7.52,4.91,,,,,,5.85,4.04,,,,,,,,,,,,4.56,1.3,0.45,2.25,6.69,9.69,2.83,,,,
March,,,,,5.88,2.89,,3.35,8.26,1.2,2.76,,,,,,4.72,2.9,,,,,,,,,,,,3.8,3.53,3.06,0.88,2.22,2.94,3.91,,,,
April,,,,,2.67,0.85,2.81,6.66,3.76,2.98,2.31,,,,,,3.08,3.2,,,,,,,,,,,,3.12,2.17,3.67,2.18,1.53,2.29,3.52,,,,
May,,,,,2.27,6.5,2.54,2.91,3.98,1.05,6.04,,,,,,0.74,4.75,,,,,,,,,,,,3.8,3.99,4.2,5.5,2.59,4.21,0.09,,,,
June,,,,,4.27,0.85,3.75,2.62,0.89,0.96,1.76,,,,,,5.15,5.16,,,,,,,,,,,,0.78,5.27,1.4,4.02,2.09,4.6,0.75,,,,
July,,,,0.53,2.81,4.46,3.31,4.09,0.57,1.13,1.18,,,,,,1.88,4.75,,,,,,,,,,,,4.71,4.05,0.98,3.34,3.94,3.49,5.66,,,,
August,,,,4.78,2.75,5.2,6.43,4.79,6.97,1.31,1.55,,,,,,4.95,6.6,,,,,,,,,,,,4.79,4.31,7.84,8.19,6.47,4.25,7.95,,,,
September,,,,7.4,6.83,2.38,8,4.02,4.03,7.83,2.84,,,,,,4.39,2.47,,,,,,,,,,,,2.79,4.32,4.92,4.97,2.43,0.25,1.06,,,,
October,,,,5.83,5.11,6.33,,6.62,8.35,1.81,11.01,,,,,,8.52,9.28,,,,,,,,,,,,4.91,3.25,9.85,5.29,4.97,6.34,3.67,,,,
November,,,,5.78,7.43,6.92,,1.25,5.86,7.18,3.1,,,,,,4.54,12,,,,,,,,,,,,4.2,12.11,6.09,6.03,2.67,5.65,6.73,,,,
December,,,,5.36,8.64,8.43,,4.22,15.15,10.13,1.95,,,,,,9.75,7.91,,,,,,,,,,,,5.24,2.01,8.81,2.78,7.34,5.73,6.4,,,,
Total,,,,,59.33,56.04,,51.92,73.09,53.79,45.77,,,,,,56.59,75.82,,,,,,,,59.57,,,,46.94,53.24,55.61,49.22,44.98,56.51,44.79,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ERROR_TYRain_1860-1869_07_pt1-page-008.csv: CORRECTIONS March 1868=8.26, Oct 1868=8.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1870-1879_11_pt1-page-011.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TYRain_1880-1889_14_pt1-page-016.csv: NOTE Dec 1885 has only a total and is an 8"" gauge ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_23_pt1-page-018.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
