"PURLEY (WOODCOTE VALLEY ROAD)",,,,,,,,,,,,
Grid ref,TQ304612,Long,-0.129504,Lat,51.334947,,,,,,,
Station no,94/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.39,2.39,1.19,1.35,3.12,4.49,1.67,2.36,2.84,2.68,,
February,7.38,0.98,1.47,2.51,1.83,0.42,3.58,2.28,0.07,2.22,,
March,3.48,2.95,0.44,2.27,1.29,0.88,0.97,1.46,2.47,2.07,,
April,2.94,1.33,2.63,0.34,0.27,1.48,0.21,1.43,2.48,0.75,,
May,2.59,1.28,1.90,3.16,4.12,0.30,1.57,2.43,0.96,1.74,,
June,1.03,1.54,1.76,3.74,2.12,2.86,1.04,4.28,1.16,1.22,,
July,2.26,0.81,3.63,2.57,1.27,5.18,2.90,2.19,1.24,3.22,,
August,3.46,3.26,1.58,3.14,1.52,2.87,2.69,2.93,1.39,3.47,,
September,3.13,3.01,3.41,2.14,2.01,2.58,2.72,4.97,0.21,3.21,,
October,1.11,3.15,3.95,2.08,3.61,1.35,1.71,3.62,2.62,6.33,,
November,6.49,3.50,1.41,5.40,1.19,0.74,3.14,1.74,3.72,5.32,,
December,2.79,2.50,0.68,2.14,2.44,3.58,2.50,3.35,5.52,3.04,,
Total,40.05,26.70,24.05,30.84,24.79,26.73,24.70,33.04,24.68,35.27,,
Calc annual,40.05,26.70,24.05,30.84,24.79,26.73,24.70,33.04,24.68,35.27,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
