BEXHILL-THE-GRANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ7455107917,Long,0.477993,Lat,50.844447,Elevation,143,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,4.01,2.85,1.55,3.23,0.56,5.76,1.33,3.15,0.32,0.77,0.65,1.69,2.65,1.41,2.47,2.22,0.86,0.74,2.18,2.48,0.43,1.85,2.52,2.07,0.89,2.36,0.64,2.03,3.65,0.45,1.21,2.34,3.66,,,,,
February,,,2.07,1.42,0.72,0.67,2.2,1.77,1.64,3.33,2.58,1.56,1.03,3.29,1.39,3.08,0.23,0.53,1.98,1.84,1.08,0.05,1.45,2.75,1.55,0.1,0.26,2.43,0.85,2.14,5.89,2.45,1.72,1.39,2.63,,,,,
March,,,2.13,2.27,0.26,0.63,2.34,2.09,1.78,0.8,0.44,2.7,0.98,1,1.55,1.29,0.61,0.8,3.47,1.49,1.14,1.85,1.44,0.29,1.02,1.77,1.64,4.39,1.48,0.45,1.22,1.58,1.29,1.62,1.09,,,,,
April,,4.21,0.84,0.65,2.03,0.85,1.4,2.09,3.8,2.96,1.85,0.52,2.35,1.61,2,1.29,1.47,1.37,0.91,1.99,2.82,0.66,1.35,0,2.02,1.45,0.36,1.81,0.75,2.79,1.3,1.82,0.91,1.71,0.92,,,,,
May,,0.99,1.99,1.01,0.88,0.88,1.17,2.21,4.22,2.87,0.09,1.05,1.46,2.74,0.33,1.96,2.5,1.45,0.93,1.48,1.48,2.9,0.2,0.63,1.5,0.03,0.33,0.62,4.28,1.37,1.47,0.86,1.89,1.82,2.48,,,,,
June,,2.84,2.42,2.07,1.09,2.25,1.6,2.36,1.33,4.09,2.67,2.49,2.11,0.73,2.21,0.85,0.8,0.54,2.7,0.48,1.86,1.47,1.88,0.69,1.64,0.47,2.83,2.1,1.5,1.04,2.69,1.32,2.36,2.74,1.09,,,,,
July,,2.42,1.54,1.31,0.67,2.1,0.42,2.07,0.94,2.69,3.67,2.01,2.25,1.89,1.75,0.61,2.35,0.21,5.03,3.1,3.15,2.14,1.23,3.63,5.66,2.57,1.84,0.39,0.48,1.53,1.3,1.67,0.82,4.96,1,,,,,
August,,1.06,1.36,2.12,1.32,2,2.74,2.12,5.76,3.56,0.62,3.51,1.83,0.53,1.06,0.66,1.16,2.24,1.28,2.02,3.58,4.88,2.42,1.21,1.22,1.74,2.19,3.65,1.36,0.82,1.91,1.79,4.49,2.52,1.66,,,,,
September,,3.61,2.37,2.4,3.27,2.54,3.43,1.82,1.67,2.5,3.49,2.07,3.17,3.24,3.45,3.91,1.4,2.46,0.74,0.81,1.68,0.68,2.03,3.37,3.61,1.02,4.75,3.05,0.61,5,0.89,0.89,1.96,2.62,1.2,,,,,
October,,1.48,4.02,3.21,3.22,4.28,1.67,3.48,2.65,0.71,7.91,2.52,7.43,2.84,2.32,3.43,2.32,1.21,2.77,6.92,0.78,4.94,6.1,4.14,4.2,5.26,4.84,0.11,2.44,2,2.6,2.82,1.97,3.69,1.84,,,,,
November,,0.52,5.78,2.11,1.55,4.66,3.24,5.9,3.14,0.9,3.93,2.33,2.91,3.85,0.88,2.72,3.83,4.26,2.55,0.88,2.74,2.23,2.61,1.82,2.5,5.18,1.73,1.35,2.78,3.8,3.15,0.24,2.06,1.79,1.5,,,,,
December,,1.1,4.77,0.4,1.92,0.45,5.99,2.09,1.96,0.45,4.14,3.92,3.07,0.96,2.92,0.68,4.45,1.72,1.74,1.06,0.45,1.74,1.71,1.72,1.64,2.83,4.68,2.39,2.15,2.34,4.07,4.1,1.45,1.43,3.14,,,,,
Total,,,33.3,21.82,18.48,24.54,26.76,33.76,30.22,28.01,31.71,25.45,29.24,24.37,22.51,21.89,23.59,19.01,24.96,22.81,22.94,26.02,22.85,22.1,29.08,24.49,26.34,24.65,19.32,25.31,30.14,19.99,22.13,28.63,22.21,,,,,
