"BROCKHAM NORTH LODGE",,,,,,,,,,,,
Grid ref,TQ196498,Long,-0.288273,Lat,51.234859,,,,,,,
Station no,114,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.91,1.27,0.43,2.20,5.44,0.96,5.47,0.10,1.59,1.11,,
February,5.56,2.21,1.12,2.08,3.25,0.52,2.59,1.59,1.14,0.73,,
March,0.88,2.45,1.68,3.82,1.55,4.34,1.39,1.12,3.43,3.62,,
April,0.88,2.23,0.59,1.86,1.42,1.19,0.43,3.64,2.66,2.17,,
May,1.11,0.50,1.76,2.54,1.93,0.46,1.17,1.93,2.50,1.40,,
June,2.36,1.45,3.99,5.12,0.40,3.11,1.25,1.70,1.99,2.85,,
July,0.93,1.52,1.83,4.04,0.80,0.07,0.10,1.56,3.02,3.29,,
August,3.07,1.71,2.79,4.27,1.06,2.29,0.28,2.82,4.37,2.66,,
September,1.16,1.66,0.44,3.24,0.86,2.00,1.06,0.37,1.45,2.65,,
October,2.10,2.69,2.38,7.81,1.14,1.31,3.24,5.17,2.31,5.70,,
November,2.47,0.83,2.67,2.57,1.34,4.77,3.34,3.71,0.78,0.96,,
December,3.12,4.96,1.35,2.53,3.16,0.55,1.43,4.13,3.74,4.70,,
Total,27.55,23.48,21.03,42.08,22.35,21.57,21.75,27.84,28.98,31.84,,
Calc annual,27.55,23.48,21.03,42.08,22.35,21.57,21.75,27.84,28.98,31.84,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
