BROCKHAM-NORTH-LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ196498,Long,-0.288273,Lat,51.234859,Elevation,160,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,3.88,2.93,0.5,2.07,4.71,2.2,0.8,2.27,0.56,3.23,3.91,1.27,0.43,2.2,5.44,0.96,5.47,0.1,1.59,1.11,2.67,1.7,3.39,4.6,0.82,4.57,1.64,1.36,2.9,4.51,3.65,2.72,4.13,1.83,2.63,3.27,4.04,2.3,5.06,1.47,3.86,2.15,3.66,2.31,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,0.72,0.26,0.97,4.02,1.82,0.11,0.21,2.85,1.21,3.22,5.56,2.21,1.12,2.08,3.25,0.52,2.59,1.59,1.14,0.73,4.9,1.65,2.56,1.45,5.59,5.57,4.98,1.05,1.96,2.64,0.59,0.19,3.12,4.32,0.7,4.58,2.81,4.76,1.96,0.5,0.87,2.23,0.3,3.21,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,2.71,2.17,1.33,0.89,2.01,2.09,3.91,4.56,1.27,0.9,0.88,2.45,1.68,3.82,1.55,4.34,1.39,1.12,3.43,3.62,1.41,1.9,5.19,3.4,5.17,0.87,4.58,2.28,1.15,3.72,2.15,1.51,2.44,2.3,1.23,0.84,0.35,3.44,2.09,0.04,2.16,0.38,1.62,4,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,2.55,0.59,1.13,0.06,2.32,1.76,0.77,1.71,0.77,2.46,0.88,2.23,0.59,1.86,1.42,1.19,0.43,3.64,2.66,2.17,2.32,2.22,0.1,3.3,1.29,1.5,1.37,2.65,3.6,2.95,3.28,1.24,3.82,2.43,3.92,3.01,3.97,1.95,1.85,0.82,1.65,4.75,2.58,0.68,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.5,2.52,1.6,0.77,1.88,0.35,0.22,1.41,3.02,1.76,1.11,0.5,1.76,2.54,1.93,0.46,1.17,1.93,2.5,1.4,1.94,2.09,1.58,2,1.42,2.76,1.82,1.9,1.38,0.34,0.71,1.5,0.73,3.22,3.47,2.34,1.39,1.06,2.09,2.06,2.7,2.58,3.93,2.55,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.19,1.31,2.91,0.7,2.47,0.25,2.78,1.39,1.23,1.27,2.36,1.45,3.99,5.12,0.4,3.11,1.25,1.7,1.99,2.85,1.48,2.74,2.97,0.23,0.47,1.46,2.44,1.41,0.96,0.93,1.29,0.07,1.18,0.29,2.42,0.16,3.35,4.64,2.61,1.33,0.43,1.92,1.59,1.46,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,4.63,3.79,1.9,3.03,4.26,5.11,1.18,1.9,0.66,0.58,0.93,1.52,1.83,4.04,0.8,0.07,0.1,1.56,3.02,3.29,3.78,0.22,1.63,2.73,1.89,4.73,1.22,3.97,5.69,2.01,5.53,0.23,4.35,3.47,4.18,3.56,1.84,2.57,1.79,1.08,2.9,3.24,2.51,1.75,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,2.45,4.82,3.22,0.65,2.74,2.44,1.95,2.5,0.85,0.69,3.07,1.71,2.79,4.27,1.06,2.29,0.28,2.82,4.37,2.66,2.74,0.15,6.64,1.94,1.4,2.26,3.18,5.86,1.11,2.39,1.6,1.61,2.28,2.76,3.24,2.09,1.52,4.25,2.25,2.23,5.35,5.01,0.53,1.01,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.93,1.44,1.94,1.35,1.83,0.68,8.73,2.83,0.5,2.87,1.16,1.66,0.44,3.24,0.86,2,1.06,0.37,1.45,2.65,0.76,1.14,3.49,1.69,0.98,2.28,1.5,1.98,5.63,1.35,2.91,1.05,1.73,1.64,3.39,2.72,0.46,5.61,1.07,0.13,4.17,2.45,1.94,2.77,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,0.96,7.61,4.25,4.01,4.41,3.39,3.35,0.58,3.98,2.36,2.1,2.69,2.38,7.81,1.14,1.31,3.24,5.17,2.31,5.7,3.2,5.08,3.49,4.65,1.83,2.51,5.55,3.52,1.44,0.7,1.36,0.77,0.92,6.92,4.09,3.72,2.06,1.92,5.8,3.92,1.31,0.56,6.24,2.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
